tokens.nfts.list.none.description.default	Transfer NFTs from another wallet to get started.
tokens.nfts.list.none.description.external	When this wallet buys or receives NFTs, they’ll appear here.
tokens.nfts.list.none.title	No NFTs yet
tokens.nfts.list.noneOnChain.title	No NFTs on {{chainName}}
tokens.nfts.list.notSupported.title	{{chainName}} NFTs are not supported
tokens.selector.button.choose	Select token
tokens.selector.empty.buy.message	Buy crypto with a card or bank to send tokens.
tokens.selector.empty.buy.title	Buy crypto
tokens.selector.empty.receive.title	Receive tokens
tokens.selector.empty.title	No tokens yet
tokens.selector.error.load	Couldn’t load tokens
tokens.selector.search.empty	No results found for <highlight>{{searchText}}</highlight>
tokens.selector.search.networkError	
tokens.selector.search.placeholder	Search tokens
tokens.selector.search.reset	
tokens.selector.section.bridging	Swap across networks
tokens.selector.section.favorite	Favorites
tokens.selector.section.otherNetworksSearchResults	Tokens found on other networks
tokens.selector.section.otherSearchResults	Other tokens on {{network}}
tokens.selector.section.recent	Recent searches
tokens.selector.section.search	Search results
tokens.selector.section.stocks	Stocks by 24H volume
tokens.selector.section.trending	Tokens by 24H volume
tokens.selector.section.yours	Your tokens
tokens.selectorV2.chips.overflow_one	+{{count}}
tokens.selectorV2.chips.overflow_other	+{{count}}
tokens.selectorV2.chips.showMore_one	Show {{count}} more network
tokens.selectorV2.chips.showMore_other	Show {{count}} more networks
tokens.selectorV2.myTokens.collapse	Hide my tokens
tokens.selectorV2.myTokens.disconnected	Connect a wallet to see your tokens
tokens.selectorV2.myTokens.empty.description	Buy or receive tokens to see them here
tokens.selectorV2.myTokens.empty.title	No tokens yet
tokens.selectorV2.myTokens.expand	Show my tokens
tokens.selectorV2.myTokens.title	My tokens
tokens.selectorV2.section.recent	Recent
tokens.selectorV2.section.results	Results
tokens.selectorV2.section.suggested	Suggested
tokens.selectorV2.section.trending	Trending
tokens.table.filter.placeholder.pools	Filter pools
tokens.table.filter.placeholder.tokens	Filter tokens
tokens.table.filter.placeholder.transactions	Filter transactions
tokens.table.search.placeholder.activity	Search activity
tokens.table.search.placeholder.pools	Search pools
tokens.table.search.placeholder.tokens	Search tokens
toucan.action.disableTestnetMode	Disable testnet mode
toucan.action.enableTestnetMode	Enable testnet mode
toucan.auction.avgPrice	average price
toucan.auction.belowClearingPrice	below final auction price
toucan.auction.bidCount	{{bidCount}} bids
toucan.auction.bidForm.auctionConcluded	Auction concluded
toucan.auction.bidForm.auctionConcluded.description	This auction has concluded and bidding is now closed.
toucan.auction.bidForm.unsupported.description	This auction contains custom elements that may not be compatible with the Uniswap frontend. Please refer to the project’s own website for more details.
toucan.auction.bidForm.unsupported.title	Auction not supported
toucan.auction.budgetRefunded	Budget refunded
toucan.auction.chart.preBiddingEnded	Pre-bidding ended
toucan.auction.committedVol	Bid volume
toucan.auction.committedVolume	Bid Volume
toucan.auction.committedVolume.tooltip	This is the bid volume at or above the floor.
toucan.auction.completedAgo	Launched {{time}} ago
toucan.auction.contractAddress	Contract address
toucan.auction.currentFdv	Current FDV
toucan.auction.description	Description
toucan.auction.disclaimer	Disclaimer: Auctions are sorted by committed volume by default, and Uniswap Labs does not provide valuation, recommendations, or opinions on any token. You should independently evaluate whether to transact in any token.
toucan.auction.disclaimer.recommendations	Disclaimer: Uniswap Labs does not provide an independent valuation, recommendation, endorsement, or any other opinion regarding any token or token project.
toucan.auction.errorLoading	Error loading auction data
toucan.auction.fdvAtFloor	FDV at floor
toucan.auction.fdvAtFloor.tooltip	This is the implied FDV based on the auction floor price set by the creator. It can rise if the auction sells out at the floor.
toucan.auction.fdvAtLaunch	FDV at launch
toucan.auction.feeRecipient	Fee recipient
toucan.auction.header.buyback.tooltip.burned	{{amount}} bought back & burned
toucan.auction.header.buyback.tooltip.none	No tokens have been bought back and burned yet
toucan.auction.header.buyback.tooltip.usd	≈{{usdValue}} valued at current price
toucan.auction.header.buybackEnabled	Buyback enabled
toucan.auction.header.lockedLiquidity	Locked liquidity
toucan.auction.header.lockedLiquidity.tooltip	LP position locked until {{date}}
toucan.auction.header.lockedLiquidity.tooltip.forever	LP position is locked forever
toucan.auction.hideHiddenAuctions	Hide hidden auctions
toucan.auction.info	Info
toucan.auction.introBanner.auctionEndsIn	Auction ends in
toucan.auction.introBanner.auctionStartsIn	Auction starts in
toucan.auction.introBanner.generalSaleStartsIn	General sale starts in
toucan.auction.introBanner.preBiddingEndsIn	Pre-bidding ends in
toucan.auction.introBanner.seeFullDetails	See full details
toucan.auction.latestActivity	Activity
toucan.auction.launchThreshold	Launch threshold
toucan.auction.launchThreshold.tooltip	The total committed volume required for this auction to graduate and launch, based on the supply being sold at the floor price.
toucan.auction.launchedBy	Launched by
toucan.auction.launchedOn	Launched on
toucan.auction.launchesOn	Launches on
toucan.auction.loadingBids	Loading bid data...
toucan.auction.lpLockedUntil	LP locked until
toucan.auction.lpLockedUntil.forever	Forever
toucan.auction.lpOwner	LP owner
toucan.auction.myBids.failedToLaunch	Auction failed to launch
toucan.auction.myBids.failedToLaunch.description	You will not receive any {{token}}. The funds used in your bids are available to withdraw.
toucan.auction.myBids.failedToLaunch.description.withdrawn	You have withdrawn your bids.
toucan.auction.myBids.partialError	Some bids could not be displayed due to an error
toucan.auction.noBids	No bids have been submitted for this auction yet
toucan.auction.notFound	Auction not found
toucan.auction.notStarted	This auction hasn’t started yet
toucan.auction.ofSupplySold	of supply sold
toucan.auction.percentMet	{{percent}} met
toucan.auction.redeem.availableToRedeem	Available to redeem
toucan.auction.redeem.mustBeRedeemed	{{symbol}} must be redeemed to trade
toucan.auction.redeem.redeemNow	Redeem now
toucan.auction.refundUnusedBudget	Refund unused budget
toucan.auction.showHiddenAuctions	Show hidden auctions
toucan.auction.showLess	Show less
toucan.auction.showMore	Show more
toucan.auction.startingIn	Starting in {{duration}}
toucan.auction.stats	Stats
toucan.auction.stats.bids	Bids
toucan.auction.stats.floorFdv	Floor {{floorFdv}}
toucan.auction.stats.impliedTokenPrice	Implied token price
toucan.auction.stats.impliedTokenPrice.tooltip	Auction price and FDV are estimates derived from onchain auction data that may change over time and may not reflect the final auction price. Token supply changes (mint/burn) can also affect FDV.
toucan.auction.stats.percentLP	% Committed to LP
toucan.auction.stats.percentLP.locked.tooltip	Liquidity committed to the pool is locked until {{date}}
toucan.auction.stats.percentLP.locked.tooltip.forever	Liquidity committed to the pool is locked forever
toucan.auction.stats.percentLP.locked.tooltip.noDate	Liquidity committed to the pool is locked
toucan.auction.stats.timeRemaining	Time remaining
toucan.auction.stats.tokensBurned	Tokens bought back & burned
toucan.auction.stats.tokensBurned.tooltip	Cumulative tokens bought back and burned for this auction. The USD value is estimated at the current token price.
toucan.auction.stats.totalRaised	Total raised
toucan.auction.status.bidding	Bidding
toucan.auction.status.failed	Failed
toucan.auction.status.liveOnUniswap	Live on Uniswap
toucan.auction.status.preBid	Pre-bid
toucan.auction.status.startingSoon	Starting soon
toucan.auction.timeAgo	{{time}} ago
toucan.auction.timeRemaining.completed	Launched
toucan.auction.tokenLaunchedBanner.availableToTrade	{{tokenName}} available to trade
toucan.auction.tokenLaunchedBanner.availableToTradeIn	Available to trade in
toucan.auction.tokenLaunchedBanner.availableToTradeSoon	Available to trade soon
toucan.auction.tokenLaunchedBanner.failedHeading	{{tokenName}} failed to launch
toucan.auction.tokenLaunchedBanner.failedSubheading	This auction did not reach the minimum sale threshold and failed to launch.
toucan.auction.tokenLaunchedBanner.restrictedHeading	The auction has ended and a pool has been created.
toucan.auction.tokenLaunchedBanner.restrictedSubheading	Trading is restricted until TGE
toucan.auction.tokenLaunchedBanner.tradeAvailableIn	{{time}}
toucan.auction.tokenLaunchedBanner.tradeNow	Trade now
toucan.auction.totalSupply	Total Supply
toucan.auction.twitter	Twitter
toucan.auction.viewAllStats	View all stats
toucan.auction.website	Website
toucan.auction.withdrawAvailableIn	Withdrawal available in {{time}}
toucan.auction.withdrawFunds	Withdraw funds
toucan.auction.withdrawTokens	Withdraw tokens
toucan.auction.withdrawTokens.fundsWithdrawn	Funds withdrawn
toucan.auction.withdrawTokens.tokensWithdrawn	Tokens withdrawn
toucan.auction.withdrawTokens.withdrawingFunds	Withdrawing funds
toucan.auction.withdrawTokens.withdrawingTokens	Withdrawing tokens
toucan.auction.withdrawalPeriodNotOpen	Withdrawal period is not yet open
toucan.auction.youReceived	You received
toucan.auction.yourBids	Your bids
toucan.auction.yourBids.tooltip	These are the bids you have placed in this auction. You can view details or withdraw by selecting a bid.
toucan.auctions	Auctions
toucan.bid.belowClearing	{{percent}} below
toucan.bid.filled	filled
toucan.bid.fundsAvailable	Funds available
toucan.bid.inRange	In range
toucan.bid.outOfRange	Out of range
toucan.bid.pending	Pending
toucan.bid.refunded	Refunded
toucan.bid.withdrawn	Withdrawn
toucan.bidActivities.bid	Bid
toucan.bidActivities.newBids_one	{{count}} new bid
toucan.bidActivities.newBids_other	{{count}} new bids
toucan.bidDetails.belowClearing	{{percentage}} below auction price
toucan.bidDetails.description.completeClaimed	Your order successfully filled and you have withdrawn your tokens.
toucan.bidDetails.description.completeInProgress	Your order successfully filled. You can withdraw the tokens you’ve received once the auction completes.
toucan.bidDetails.description.completeOver	Your order successfully filled. You can withdraw the tokens you’ve received now.
toucan.bidDetails.description.completePreClaim	Your order successfully filled. You can withdraw the tokens you’ve received once the claim period begins.
toucan.bidDetails.description.inRangeInProgress	Your order will evenly fill as the auction continues. If the FDV of <highlight>{{tokenSymbol}}</highlight> goes over <highlight>{{valuationSummary}}</highlight>, you won’t spend all your budget and your order will be partially filled.
toucan.bidDetails.description.inRangeOutOfRangeClaimed	Your order partially filled and you have withdrawn your tokens.
toucan.bidDetails.description.inRangeOver	Your order partially filled. You can withdraw the tokens you’ve received now.
toucan.bidDetails.description.inRangePreClaim	Your order partially filled. You can withdraw the tokens you’ve received once the claim period begins.
toucan.bidDetails.description.outOfRangeInProgress	This order stopped filling because the price exceeded your maximum FDV of <highlight>{{valuationSummary}}</highlight>. You can withdraw tokens you’ve received at the end of the auction.
toucan.bidDetails.description.outOfRangeOver	Your order partially filled. You can withdraw the tokens you’ve received and unused funds now.
toucan.bidDetails.description.outOfRangeOverExited	Your order partially filled. You can withdraw the tokens you’ve received now.
toucan.bidDetails.description.outOfRangePreClaim	Your order partially filled. You can refund unused funds now, and withdraw the tokens you’ve received once the claim period begins.
toucan.bidDetails.description.outOfRangePreClaimExited	Your order partially filled and your unused funds have been refunded. You can withdraw the tokens you’ve received once the claim period begins.
toucan.bidDetails.description.overNotGraduated	This auction did not reach the currency threshold, so you can withdraw all your funds now.
toucan.bidDetails.description.overNotGraduatedExited	This auction did not reach the currency threshold, and your funds have been withdrawn.
toucan.bidDetails.filledPercent	{{percentage}} filled
toucan.bidDetails.label.averagePricePerToken	Average price per token
toucan.bidDetails.label.budgetOf	of {{amount}}
toucan.bidDetails.label.currentFdv	Current FDV
toucan.bidDetails.label.currentSpend	Current spend
toucan.bidDetails.label.fdvAtLaunch	FDV at launch
toucan.bidDetails.label.maxBudget	Max budget
toucan.bidDetails.label.maxFdv	Max FDV
toucan.bidDetails.label.refundedBudget	Refunded budget
toucan.bidDetails.label.totalReceived	Total {{symbol}} received
toucan.bidDetails.label.totalSpent	Total spent
toucan.bidDetails.label.totalWouldHaveReceived	Total {{symbol}} you would have received
toucan.bidDetails.label.unusedBudget	Unused budget
toucan.bidDetails.status.complete	Complete
toucan.bidDetails.status.fundsAvailable	Funds available to withdraw
toucan.bidDetails.status.inRange	In range
toucan.bidDetails.status.outOfRange	Out of range
toucan.bidDetails.status.withdrawn	Withdrawn
toucan.bidDetails.title	Bid details
toucan.bidDetails.unavailable	Bid details unavailable.
toucan.bidDistribution.bidVol	Bid vol.
toucan.bidDistribution.fillPercent	{{value}}% filled
toucan.bidDistribution.legend.bidConcentration	Bid Concentration
toucan.bidDistribution.legend.bidDistribution	Bids
toucan.bidDistribution.legend.filled	Filled
toucan.bidDistribution.legend.inRange	In range
toucan.bidDistribution.legend.outOfRange	Out of range
toucan.bidDistribution.legend.preBidPrice	Pre-bid price
toucan.bidDistribution.legend.remaining	Remaining
toucan.bidDistribution.legend.tokenPrice	Price
toucan.bidDistribution.percentOfVolume	{{percent}}% of volume
toucan.bidDistribution.remaining	{{value}} remaining
toucan.bidDistribution.tabs.clearingPriceChart	Price
toucan.bidDistribution.tabs.demandChart	Demand
toucan.bidDistribution.volumeInBids	{{value}} in bids
toucan.bidDistribution.volumeShare	{{value}} of volume
toucan.bidDistribution.yAxis.committedVolume	Committed volume
toucan.bidDistribution.yourBid	Your bid
toucan.bidForm.enterBudget	Enter a budget
toucan.bidForm.enterBudgetMaxFdv	Enter a budget and a max FDV
toucan.bidForm.isBelowMinimumOf	is below the minimum of
toucan.bidForm.maxBudget	Max budget
toucan.bidForm.minValuationError	Minimum FDV is {{value}}{{symbol}}
toucan.bidForm.placeABid	Place a bid
toucan.bidForm.placeABid.tooltip	Place a bid on the auction by entering a budget and a max FDV.
toucan.bidForm.placeABid.tooltip.quickLaunch	Place a bid on the auction by entering a budget.
toucan.bidForm.receive	Receive
toucan.bidForm.reviewBid	Review bid
toucan.bidForm.swapToBid	Swap to {{tokenSymbol}} on {{chainName}} to bid
toucan.bidForm.yourFdvOf	Your FDV of
toucan.bidMarker.moreNum	+{{num}} more
toucan.bidReview.belowClearingDescription	Your bid has fallen below the minimum bid threshold due to auction price movement.
toucan.bidReview.belowClearingTitle	Bid Below Minimum Threshold
toucan.bidReview.confirmationError	Bid failed to submit. Please try again.
toucan.bidReview.fillsAtClearingPrice	Your order will fill at the auction’s final clearing price.
toucan.bidReview.headerTitle	You’re bidding on
toucan.bidReview.maxBudget	Max budget
toucan.bidReview.maxFdv	Max FDV
toucan.bidReview.partialFillExplanation	Your order will evenly fill as the auction continues. If the FDV of {{symbol}} goes over <highlight>{{maxFdv}}</highlight> <fiat>({{maxFdvFiat}})</fiat>, you won’t spend all your budget and your order will only be partially filled.
toucan.bidReview.perToken	{{amount}} per token
toucan.bidReview.perTokenSuffix	per token
toucan.bidReview.placeBid	Place bid
toucan.bidReview.preparationError	Error
toucan.bidReview.preparationErrorDescription	An unknown error occurred. Please try again.
toucan.bidReview.priceExceededCta	Price exceeded max
toucan.bidReview.priceExceededDescription	The current clearing price of {{symbol}} exceeded your max valuation. Increase your max price to place a bid.
toucan.bidReview.priceExceededTitle	Max price is at or below current auction price
toucan.bidReview.processingError	Error processing bid, please try again.
toucan.bidReview.setMinBid	Click here to set the minimum bid
toucan.bidReview.simulating	Verifying bid...
toucan.createAuction.calendar.time.hour	Hour
toucan.createAuction.calendar.time.minute	Minute
toucan.createAuction.calendar.time.period	AM or PM
toucan.createAuction.calendar.time.timezone	Time zone offset
toucan.createAuction.datePlaceholder	Choose a date
toucan.createAuction.invalidAddressError	Please enter a valid Ethereum address
toucan.createAuction.launchAuction	Launch auction
toucan.createAuction.launchError.description	The auction for {{tokenSymbol}} could not be launched due to {{reason}}.
toucan.createAuction.launchError.genericReason	an unexpected error
toucan.createAuction.launchError.insufficientBalance	The auction for {{tokenSymbol}} could not be launched due to insufficient {{tokenSymbol}} balance in your wallet. Lower the deposit amount to proceed.
toucan.createAuction.launchError.startTimePassed	The auction for {{tokenSymbol}} could not be launched because its start time has already passed. Choose a new start time and try again.
toucan.createAuction.launchError.title	Launch failed
toucan.createAuction.launchError.windowTooShort	The auction for {{tokenSymbol}} could not be launched because the window is now too short. Extend the end time and try again.
toucan.createAuction.launchError.withReason	The auction for {{tokenSymbol}} could not be launched.
toucan.createAuction.launchError.xWalletMismatch	The auction for {{tokenSymbol}} could not be launched because your X account was verified with a different wallet. Go back and verify your X account again with the connected wallet.
toucan.createAuction.launchSuccess.title	Auction launched
toucan.createAuction.launchSuccess.viewAuction	View auction
toucan.createAuction.launchToken	Launch token
toucan.createAuction.quickLaunch.duration.fourHours	4 hours
toucan.createAuction.quickLaunch.hideAllParameters	Hide all parameters
toucan.createAuction.quickLaunch.howItWorks	How quick launches work
toucan.createAuction.quickLaunch.params.bidPricing	Bid pricing
toucan.createAuction.quickLaunch.params.bidPricing.hint	Bidders choose their size and max valuation; clearing price is discovered continuously.
toucan.createAuction.quickLaunch.params.bidPricing.value	Open CCA bidding
toucan.createAuction.quickLaunch.params.duration	Duration
toucan.createAuction.quickLaunch.params.floor	Floor / graduation
toucan.createAuction.quickLaunch.params.floor.hint	Launch threshold = floor price × tokens sold. Below it the auction does not launch and bids are reclaimable.
toucan.createAuction.quickLaunch.params.floor.value	{{floorFdv}} FDV floor
toucan.createAuction.quickLaunch.params.lpFeeHandling	LP fee handling
toucan.createAuction.quickLaunch.params.lpFeeHandling.value	Buyback & burn
toucan.createAuction.quickLaunch.params.proceeds	Proceeds
toucan.createAuction.quickLaunch.params.proceeds.hint	Full range + concentrated liquidity, timelocked permanently.
toucan.createAuction.quickLaunch.params.proceeds.value	100% → 0.3% v4 LP
toucan.createAuction.quickLaunch.params.raiseDenomination	Raise denomination
toucan.createAuction.quickLaunch.params.raiseDenomination.value	ETH / native
toucan.createAuction.quickLaunch.params.startTime	Start time
toucan.createAuction.quickLaunch.params.startTime.hint	The chain needs the start to be slightly in the future; quick launch uses a 1-minute lead.
toucan.createAuction.quickLaunch.params.startTime.value	Now + 1 min
toucan.createAuction.quickLaunch.params.totalSupply	Total supply
toucan.createAuction.quickLaunch.params.totalSupply.hint	Minted by the token factory at launch.
toucan.createAuction.quickLaunch.params.totalSupply.value	1B
toucan.createAuction.quickLaunch.reviewAndLaunch	Review and launch
toucan.createAuction.quickLaunch.step.title	Configure token & duration
toucan.createAuction.quickLaunch.story.auction.description	<highlight>500M</highlight> of your <highlight>1B</highlight> tokens are auctioned in a <highlight>{{duration}}</highlight> auction. Everyone pays the same clearing price, set by real demand.
toucan.createAuction.quickLaunch.story.auction.title	Auction launches
toucan.createAuction.quickLaunch.story.duration.fourHours	4-hour
toucan.createAuction.quickLaunch.story.pool.description	When the auction ends, the ETH raised and remaining tokens are locked <highlight>forever</highlight> into a Uniswap v4 pool so that liquidity can never be pulled.
toucan.createAuction.quickLaunch.story.pool.title	Pool is seeded and locked
toucan.createAuction.quickLaunch.story.postLaunch.description	A share of trading fees automatically <highlight>buys back and burns</highlight> your token over time.
toucan.createAuction.quickLaunch.story.postLaunch.title	After launch
toucan.createAuction.quickLaunch.title	Quick launch
toucan.createAuction.quickLaunch.toggle.description	Launch a quick auction using Uniswap’s fair-launch presets.
toucan.createAuction.quickLaunch.viewAllParameters	View all parameters
toucan.createAuction.review.title	Review auction
toucan.createAuction.reviewLaunch	Review launch
toucan.createAuction.reviewModal.auctionEnds	Auction ends
toucan.createAuction.reviewModal.auctionStarts	Auction starts
toucan.createAuction.reviewModal.creating	Creating
toucan.createAuction.reviewModal.launchThresholdDescription	If your auction does not reach {{thresholdAmount}} {{raiseCurrency}} in bid volume, the token will not launch and all bids will be refunded.
toucan.createAuction.reviewModal.legalDisclaimer	The auction creator, not Uniswap Labs, is solely responsible for the auction’s legal compliance in all relevant jurisdictions. I understand that Uniswap Labs does not review, endorse, or advise on any token or auction.
toucan.createAuction.reviewModal.postAuctionLiquidityDescription	After the auction completes, a {{feeTier}} fee tier {{tokenSymbol}}/{{raiseCurrency}} pool will be seeded with {{tokenAmount}} {{tokenSymbol}}.
toucan.createAuction.step.configureAuction	Configure auction
toucan.createAuction.step.configureAuction.auctionSupply	Supply
toucan.createAuction.step.configureAuction.auctionSupply.description	Input the amount of tokens you wish to deposit.
toucan.createAuction.step.configureAuction.auctionSupply.description.newToken	Input the total supply of your token and the amount you wish to deposit into the auction.
toucan.createAuction.step.configureAuction.depositAmount	Deposit amount
toucan.createAuction.step.configureAuction.distribution	Auction supply breakdown
toucan.createAuction.step.configureAuction.distribution.fundraiseSold	sold for {{raiseToken}}
toucan.createAuction.step.configureAuction.distribution.tokenLpReservedTokenSide	reserved for {{token}} side of LP
toucan.createAuction.step.configureAuction.distribution.tokenLpSoldRaiseSide	sold for {{token}} side of LP
toucan.createAuction.step.configureAuction.duration	Duration
toucan.createAuction.step.configureAuction.duration.description	Longer duration reduces volatility but takes more time.
toucan.createAuction.step.configureAuction.duration.emissionOvershoot.error	This window is too short to release the supply gradually. Extend the auction and try again.
toucan.createAuction.step.configureAuction.duration.endDate	End date
toucan.createAuction.step.configureAuction.duration.endDate.placeholder	Choose an end date
toucan.createAuction.step.configureAuction.duration.endTime	End
toucan.createAuction.step.configureAuction.duration.range.error	End date must be after start date
toucan.createAuction.step.configureAuction.duration.startDate	Start date
toucan.createAuction.step.configureAuction.duration.startDate.placeholder	Choose a start date
toucan.createAuction.step.configureAuction.duration.startTime	Start
toucan.createAuction.step.configureAuction.duration.startTime.error	Start time must be at least {{time}} from now
toucan.createAuction.step.configureAuction.duration.windowTooShort.error	This window is too short for the chosen network. Extend the auction and try again.
toucan.createAuction.step.configureAuction.floorPrice.fdv	Floor price (FDV)
toucan.createAuction.step.configureAuction.floorPrice.token	Floor price (per token)
toucan.createAuction.step.configureAuction.hideAdvancedSettings	Hide advanced settings
toucan.createAuction.step.configureAuction.kyc.advanced	(Advanced)
toucan.createAuction.step.configureAuction.kyc.card.enabledBadge	Enabled
toucan.createAuction.step.configureAuction.kyc.description	Enable identity verification to help support compliance requirements.
toucan.createAuction.step.configureAuction.kyc.learnMore	Learn more
toucan.createAuction.step.configureAuction.kyc.modal.cta.validate	Validate
toucan.createAuction.step.configureAuction.kyc.modal.description	To enable identity verification, add the address for your validation hook from your provider below.
toucan.createAuction.step.configureAuction.kyc.modal.error.validationFailed	This address could not be verified as a valid identity verification hook. Check the address and try again.
toucan.createAuction.step.configureAuction.kyc.modal.helpLink	Get help with setting up identity verification
toucan.createAuction.step.configureAuction.kyc.modal.interfaceId	Interface id
toucan.createAuction.step.configureAuction.kyc.modal.title	Add identity verification hook
toucan.createAuction.step.configureAuction.kyc.modal.validating	Verifying hook…
toucan.createAuction.step.configureAuction.kyc.setUp	Set up identity verification
toucan.createAuction.step.configureAuction.launchThreshold	Launch threshold
toucan.createAuction.step.configureAuction.launchThreshold.description	in bid volume must be reached in order to launch. If the threshold is not reached, the token will not be launched and bids will be refunded.
toucan.createAuction.step.configureAuction.launchThreshold.helpDescription	The launch threshold is your floor price multiplied by the number of tokens being sold in the auction.
toucan.createAuction.step.configureAuction.launchThreshold.helpLink	How is launch threshold calculated?
toucan.createAuction.step.configureAuction.participation	Participation (optional)
toucan.createAuction.step.configureAuction.participation.description	Enable additional features to manage who can participate in your auction.
toucan.createAuction.step.configureAuction.postAuctionLiquidity.addTier	Add tier
toucan.createAuction.step.configureAuction.postAuctionLiquidity.description	Input the percentage of {{raiseCurrency}} proceeds you wish to contribute to the post-auction liquidity pool. An equal portion of {{tokenSymbol}} will be reserved to match this amount.
toucan.createAuction.step.configureAuction.postAuctionLiquidity.helpDescription	The post-auction liquidity pool requires an equal balance of {{raiseCurrency}} and {{tokenSymbol}}. The more {{raiseCurrency}} you allocate to the LP, the more tokens must be reserved to match it — meaning fewer tokens are available for sale in the auction.
toucan.createAuction.step.configureAuction.postAuctionLiquidity.helpLink	How does post-auction liquidity affect my auction supply?
toucan.createAuction.step.configureAuction.postAuctionLiquidity.label	Percentage of {{raiseCurrency}} proceeds to liquidity pool
toucan.createAuction.step.configureAuction.postAuctionLiquidity.minTooltip	A minimum of 25% of auction amount must be reserved for the liquidity pool.
toucan.createAuction.step.configureAuction.postAuctionLiquidity.noLimit	No limit
toucan.createAuction.step.configureAuction.postAuctionLiquidity.percentOfRaiseMilestoneToLiquidityPool	% of proceed threshold to liquidity pool
toucan.createAuction.step.configureAuction.postAuctionLiquidity.raiseMilestone	Proceed threshold
toucan.createAuction.step.configureAuction.postAuctionLiquidity.singleAllocation	Single allocation
toucan.createAuction.step.configureAuction.postAuctionLiquidity.singleAllocationDescription	Choose a percentage of {{raiseCurrency}} proceeds to contribute to the liquidity pool.
toucan.createAuction.step.configureAuction.postAuctionLiquidity.subtitle	{{amount}} {{raiseCurrency}} at floor price*
toucan.createAuction.step.configureAuction.postAuctionLiquidity.subtitleFloorPriceTooltip	Assuming all supply sold
toucan.createAuction.step.configureAuction.postAuctionLiquidity.tieredAllocation	Tiered allocation
toucan.createAuction.step.configureAuction.postAuctionLiquidity.tieredAllocationDescription	Distribute the percentage of {{raiseCurrency}} proceeds across different proceed thresholds.
toucan.createAuction.step.configureAuction.postAuctionLiquidity.tieredLabel	Percent of proceed threshold to liquidity pool
toucan.createAuction.step.configureAuction.priceSettings	Price settings
toucan.createAuction.step.configureAuction.priceSettings.description	Choose the token you want to receive bids in and set a floor price for your auction.
toucan.createAuction.step.configureAuction.raiseCurrency.helpLink	How to choose your raise currency?
toucan.createAuction.step.configureAuction.raiseCurrency.native.description	Offers native exposure to crypto markets.
toucan.createAuction.step.configureAuction.raiseCurrency.stablecoin.description	Reduces volatility and price uncertainty.
toucan.createAuction.step.configureAuction.showAdvancedSettings	Show advanced settings
toucan.createAuction.step.configureAuction.title	Auction details
toucan.createAuction.step.configureAuction.tokenPrice	token price
toucan.createAuction.step.configureAuction.totalSupply.maxError	Total supply must be at most {{max}}
toucan.createAuction.step.configureAuction.totalSupply.minError	Total supply must be at least {{min}}
toucan.createAuction.step.customizePool	Customize pool
toucan.createAuction.step.customizePool.buybackAndBurn	Buyback and burn tokens
toucan.createAuction.step.customizePool.buybackAndBurn.description.beforeLink	Enables an automatic buyback and burn mechanism for liquidity positions locked in the Uniswap Timelock contract. For more info, 
toucan.createAuction.step.customizePool.buybackAndBurn.description.link	see here
toucan.createAuction.step.customizePool.feeClaim	Fee claim address
toucan.createAuction.step.customizePool.feeClaim.description	Enables fee collection by a specified wallet while the liquidity position is locked in the Uniswap timelock contract. If no address is entered, the pool owner address will be used.
toucan.createAuction.step.customizePool.feeClaim.recipientAddress	Recipient address
toucan.createAuction.step.customizePool.feeTier.createDescription	Create a custom fee tier for your token’s liquidity pool.
toucan.createAuction.step.customizePool.feeTier.existingPoolWarning	A pool with this fee tier already exists. CCA proceeds cannot be added to an existing pool. To proceed, select a tier with no existing pool.
toucan.createAuction.step.customizePool.poolOwner	Pool owner
toucan.createAuction.step.customizePool.poolOwner.address	Owner address
toucan.createAuction.step.customizePool.poolOwner.description	Set an address as the owner of the post-auction LP. If no address is entered, the currently connected wallet will be used.
toucan.createAuction.step.customizePool.priceRange.advanced	Advanced
toucan.createAuction.step.customizePool.priceRange.concentratedFullRange	Full range (excess in LP)
toucan.createAuction.step.customizePool.priceRange.concentratedFullRange.description	Your liquidity will be evenly distributed. Excess auction tokens will be inserted into the LP as a one-sided position starting at the clearing price.
toucan.createAuction.step.customizePool.priceRange.concentratedFullRange.menuDescription	Your liquidity will be evenly distributed.
toucan.createAuction.step.customizePool.priceRange.custom	Custom price range
toucan.createAuction.step.customizePool.priceRange.custom.addRange	Add range
toucan.createAuction.step.customizePool.priceRange.custom.description	Concentrate your liquidity across custom ranges of the pool.
toucan.createAuction.step.customizePool.priceRange.custom.liquidityPercent	% of liquidity
toucan.createAuction.step.customizePool.priceRange.custom.maxRangesReached_one	You can add up to {{count}} price range
toucan.createAuction.step.customizePool.priceRange.custom.maxRangesReached_other	You can add up to {{count}} price ranges
toucan.createAuction.step.customizePool.priceRange.custom.maximumPrice	Maximum price
toucan.createAuction.step.customizePool.priceRange.custom.menuDescription	Concentrate your liquidity across multiple ranges of the pool.
toucan.createAuction.step.customizePool.priceRange.custom.minimumPrice	Minimum price
toucan.createAuction.step.customizePool.priceRange.custom.percentFromClearingHint	 (% from clearing)
toucan.createAuction.step.customizePool.priceRange.custom.totalMustEqual100	The sum of all ranges must equal 100%
toucan.createAuction.step.customizePool.priceRange.description	Choose a strategy to distribute your liquidity across price points in the pool.
toucan.createAuction.step.customizePool.priceRange.fullRange	Full range (excess withdrawn)
